Item Type	Biblio Number	Barcode	Accession Date	Last Seen Date	Issue Date	Title	Author									
BK	84893	CH19636	2011-04-03	2012-04-12	2012-04-12	Cascades A Twist in the Tale	Jeffrey Archer									
BK	91893	CH48657	2011-04-03	2012-04-17	2012-04-17	Olympics: the India story	Boria Majumdar and Nalin Mehta									
BK	83268	CH36134	2011-04-03	2012-04-20	2012-04-20	Linear Algebra And Its Applications (3rd. Ed.)	Strang Gilbert									
BK	90541	CH51346	2011-04-03	2012-05-05	2012-05-05	15-Minute Gentle Yoga: Get Real Results Anytime	 Anywhere Four 15-minute Workouts: Also on DVD( Includes CD 2415)	Double Jab Productions	 Louise Grime							
BK	84235	CH35383	2011-04-03	2012-05-10	2012-05-10	Some Time With Feynman	Mlodinow	Leonard								
BK	82984	CH32378	2011-04-03	2012-05-12	2012-05-12	Quantum mechanics										
BK	80641	CH35493	2011-04-03	2012-05-16	2012-05-16	Puppy school:7 steps to the perfect puppy	Gwen Bailey									
BK	81635	CH23128	2011-04-03	2012-05-23	2012-05-23	Ghost wars : The secret history of the Cia	 Afghanistan and Bin Laden	 from the soviet invasion to september 10	2001	Steve Coll						
BK	88118	CH43050	2011-04-03	2012-05-23	2012-05-23	Seven lies	James Lasdun									
BK	89415	CH46876	2011-04-03	2012-05-26	2012-05-26	Angels and Demons	Dan Brown									
BK	84611	CH27452	2011-04-03	2012-05-26	2012-05-26	The Body in the Library										
BK	85315	CH715	2011-04-03	2012-05-26	2012-05-26	The Oxford Shakespeare: The Merchant of Venice	William Shakespeare									
BK	83173	CH31109	2011-04-03	2012-05-29	2012-05-29	Biotechnology Demystifying The Concepts										
BK	79908	CH42474	2011-04-03	2012-06-01	2012-06-01	Don't Sweet the Small Stuff... Omnibus	Richard Carlson									
BK	81739	CH49294	2011-04-03	2012-06-01	2012-06-01	Don't Wait for Your Ship to Come in... Swim Out to Meet it: Tools and Techniques for Positive Lasting Change	Wood	 Gary								
BK	86825	CH11179	2011-04-03	2012-06-01	2012-06-01	Healthy indian cookery: Enjoy the authentic taste	 texture and flavour of classic indian dishes	 without the fat	Shehzad Husain and Manisha Kanani							
BK	83330	CH44957	2011-04-03	2012-06-02	2012-06-02	SAP Business Information Warehouse Reporting: Building Better BI with SAP BW 7.0	Peter Jones									
BK	83051	CH29184	2011-04-03	2012-06-02	2012-06-02	Automobile Technology										
BK	83037	CH32444	2011-04-03	2012-06-11	2012-06-11	The Zahir	Paulo Coelho									
BK	90992	CH44218	2011-04-03	2012-06-11	2012-06-11	The Magic of Self-acceptance: How to be Happy	Sharon	 Michael								
BK	91779	CH52724	2011-04-03	2012-06-12	2012-06-12	Dragons' Den: Grow Your Business: How to Expand from Small to Big										
BK	88038	CH45107	2011-04-03	2012-06-19	2012-06-19	Perfect Phrases for Dealing with Difficult People	Susan F Benjamin									
BK	91431	CH44148	2011-04-03	2012-06-19	2012-06-19	Business Plan										
BK	82938	CH32801	2011-04-03	2012-06-20	2012-06-20	Rabindranath Tagore : Omnibus II	Rabindranath Tagore									
BK	84173	CH34947	2011-04-03	2012-06-20	2012-06-20	A wedding in december	Anita Shreve									
BK	87896	CH39995	2011-04-03	2012-06-29	2012-06-29	Edexcel GSCE Maths Intermediate /Higher	Paul Metcalf									
BK	88950	CH47055	2011-04-03	2012-06-30	2012-06-30	Kydd: The Admiral's Daughter	Julian Stockwin									
BK	92038	CH48874	2011-04-03	2012-07-09	2012-07-09	Going Shopping										
BK	84216	CH14333	2011-04-03	2012-07-09	2012-07-09	Collected plays	Mahesh Dattani									
BK	89523	CH1645	2011-04-03	2012-07-09	2012-07-09	Various voices : Poetry	 prose and politics 1948-98									
BK	86817	CH14040	2011-04-03	2012-07-10	2012-07-10	Ted Hughes : The life of a poet	Elaine Feinstein									
BK	86327	CH16773	2011-04-03	2012-07-10	2012-07-10	The essays of Virginia Woolf : 1912-1918 : Vol 2	Virginia Woolf									
BK	89244	CH41639	2011-04-03	2012-07-17	2012-07-17	Effective Communications:Get Your Message across and learn how to listen	Steve Shipside									
BK	82130	CH45100	2011-04-03	2012-07-17	2012-07-17	The Straightforward CV	Rogers	 Pauline								
BK	80369	CH30128	2011-04-03	2012-07-17	2012-07-17	Be my guest : English for the hotel industry : Student's Book ( Include AC 272	AC 273 )									
BK	85323	CH34438	2011-04-03	2012-07-17	2012-07-17	Landmark: Intermediate Teacher's Book (Includes AC 408	AC 409)	Simon Haines								
BK	84457	CH34216	2011-04-03	2012-07-17	2012-07-17	Matrix : Student's Book:Upper-Intermediate (Includes AC 438	439	CD 1070	1071)							
BK	85350	CH34437	2011-04-03	2012-07-17	2012-07-17	Landmark-Advanced-- Teacher's Book (Includes AC 420	AC 421)	Olivia Date								
BK	80194	CH32437	2011-04-03	2012-07-17	2012-07-17	Essential English Grammar : Supplementary Exercises with Answers										
BK	90893	CH52575	2011-04-03	2012-07-20	2012-07-20	Organic Gardening: A Practical Guide to Natural Gardens	 from Planning and Planting to Harvesting and Maintenance	Christine Lavelle	 Michael Lavelle	 Peter Anderson						
BK	82509	CH37794	2011-04-03	2012-07-25	2012-07-25	50 psychology classics	Tom Butler									
BK	85116	CH49798	2011-04-03	2012-07-28	2012-07-28	The Elegant Universe: Superstrings	 Hidden Dimensions and the Quest for the Ultimate Theory	Brian Greene								
BK	87558	CH45300	2011-04-03	2012-07-28	2012-07-28	Cocktails: Shaken and Stirred	Ankrah	 Douglas								
BK	81942	CH29961	2011-04-03	2012-07-28	2012-07-28	Soups : Create the perfect start to a meal with over 400 recipes for fabulous first course										
BK	79826	CH42894	2011-04-03	2012-07-30	2012-07-30	The proposal	Owen Slot									
BK	84671	CH44276	2011-04-03	2012-07-30	2012-07-30	Yours	 faithfully	Sheila O'Flanagan.								
BK	80913	CH25812	2011-04-03	2012-07-30	2012-07-30	101 Things to do before you die										
BK	82331	CH23506	2011-04-03	2012-08-04	2012-08-04	The taming of the shrew										
BK	89161	CH5749	2011-04-03	2012-08-04	2012-08-04	Hamlet :The Animated Tales	William Shakespeare									
BK	82924	CH32215	2011-04-03	2012-08-04	2012-08-04	Textbook of Biotechnology	H.K.Das									
BK	88011	CH51677	2011-04-03	2012-08-08	2012-08-08	To Cut a Long Story Short	Jeffrey Archer									
BK	80217	CH30060	2011-04-03	2012-08-09	2012-08-09	Effective Reading : Reading skills for advanced students										
BK	88795	CH36876	2011-04-03	2012-08-13	2012-08-13	The Google story	David A. Vise									
BK	85101	CH8891	2011-04-03	2012-08-18	2012-08-18	The street lawyer	John Grisham									
BK	90611	CH49188	2011-04-03	2012-08-18	2012-08-18	Whitaker's World Facts 2011										
BK	87707	CH13380	2011-04-03	2012-08-20	2012-08-20	Cinema India : The visual culture of Hindi film	Rachel Dwyer and Divia Patel									
BK	89145	CH43901	2011-04-03	2012-08-20	2012-08-20	Thinking on screen: film as philosophy	Thomas E. Wartenberg									
BK	81415	CH29918	2011-04-03	2012-08-20	2012-08-20	Home baking with choolate : The classic step by step series										
BK	85540	CH26961	2011-04-03	2012-08-27	2012-08-27	The Writing Process : A Concise Rhetoric	 Reader and Handbook	Lannon	 John M.							
BK	91935	CH49407	2011-04-03	2012-08-27	2012-08-27	English for Law										
BK	81004	CH45340	2011-04-03	2012-08-29	2012-08-29	Successful Interviewing and Recruitment	Yeung	 Rob								
BK	81352	CH50351	2011-04-03	2012-08-29	2012-08-29	Creative Writing Guidebook	Graeme Harper									
BK	86015	CH18987	2011-04-03	2012-08-29	2012-08-29	Writing from within	Curtis Kelly and Arlen Gargagliano									
BK	80577	CH46428	2011-04-03	2012-08-29	2012-08-29	Remember Me?	Kinsella	 Sophie								
BK	80547	CH50026	2011-04-03	2012-09-03	2012-09-03	Contact!: A Book of Glimpses	Jan Morris									
BK	84769	CH15135	2011-04-03	2012-09-05	2012-09-05	In Xanadu: a quest	William Dalrymple									
BK	81986	CH46830	2011-04-03	2012-09-07	2012-09-07	How to Write for Television: A Guide to Writing and Selling Successful TV Scripts	Smethurst	 William								
BK	82834	CH45579	2011-04-03	2012-09-07	2012-09-07	The Fundamentals of Film Making	Jane Barnwell									
BK	87101	CH49611	2011-04-03	2012-09-07	2012-09-07	Beginning Filmmaking: 100 Easy Steps from Script to Screen	Grove	 Elliot								
BK	88365	CH51324	2011-04-03	2012-09-11	2012-09-11	The Sari Shop	Rupa Bajwa									
BK	84347	CH35390	2011-04-03	2012-09-11	2012-09-11	Babyji	Abha Dawesar									
BK	91224	CH52237	2011-04-03	2012-09-13	2012-09-13	To the End of the Earth: The Race to Solve Polar Exploration's Greatest Mystery	Tom Avery									
BK	86816	CH40151	2011-04-03	2012-09-17	2012-09-17	Buddha	Karen Armstrong									
BK	82939	CH21957	2011-04-03	2012-09-19	2012-09-19	More Folktales of Science	Dilip M Salwi									
BK	85492	CH42965	2011-04-03	2012-09-20	2012-09-20	Managing Change Step by Step	Richard Newton									
BK	89737	CH51495	2011-04-03	2012-09-20	2012-09-20	Small Wars	Sadie Jones									
BK	91876	CH51089	2011-04-03	2012-09-26	2012-09-26	Marketing Management	Philip Kotler	 Kevin Lane Keller	 Malcolm Goodman	 Torben Hansen						
BK	79986	CH32276	2011-04-03	2012-10-01	2012-10-01	Contemporary british novelists	Nick Rennison									
BK	80645	CH34966	2011-04-03	2012-10-01	2012-10-01	Confedence Boosters 10 Steps to Beating Self-Doubt	Martin Perry									
BK	83244	CH35677	2011-04-03	2012-10-01	2012-10-01	Chicken Soup To Inspire A Women's Soul	Jack Canfield									
BK	80851	CH42945	2011-04-03	2012-10-04	2012-10-04	King	 Kaiser	 Tsar	Catrine Clay							
BK	91906	CH52777	2011-04-03	2012-10-06	2012-10-06	Gods and Godmen of India										
BK	91899	CH52771	2011-04-03	2012-10-06	2012-10-06	Best Indian Short Stories	 Vol. 2									
BK	86852	CH38021	2011-04-03	2012-10-11	2012-10-11	Judge and Jury	James Patterson	 Andrewv Gross								
BK	89678	CH46961	2011-04-03	2012-10-12	2012-10-12	The collected short stories of Khushwant Singh										
BK	90684	CH52228	2011-04-03	2012-10-12	2012-10-12	Get into Running	Sara Kirkham									
BK	84181	CH22567	2011-04-03	2012-10-20	2012-10-20	What is History ?	E. H Carr									
BK	83073	CH11954	2011-04-03	2012-10-22	2012-10-22	Tales for trainers: Using stories and metophors to facilitate learning	Margaret Parkin 									
BK	90642	CH53570	2011-04-03	2012-11-03	2012-11-03	The Legacy										
BK	91584	CH52412	2011-04-03	2012-11-08	2012-11-08	The Strengths Book: Be Confident	 Be Successful	 and Enjoy Better Relationships by Realising the Best of You	Linley	 Alex						
BK	90112	CH43136	2011-04-03	2012-11-08	2012-11-08	Growing up again	Catriona McCloud									
BK	80932	CH55234	2011-04-03	2012-11-12	2012-11-12	The alchemist										
BK	83970	CH31015	2011-04-03	2012-11-19	2012-11-19	Effective Budgeting										
BK	84833	CH10321	2011-04-03	2012-11-19	2012-11-19	Team building	Robert B Maddux									
BK	83078	CH10370	2011-04-03	2012-11-19	2012-11-19	101 ways to make a professional impact	Eleri Sampson									
BK	91404	CH34082	2011-04-03	2012-11-20	2012-11-20	Free Love and Other Stories	Ali Smith									
BK	79946	CH35524	2011-04-03	2012-12-03	2012-12-03	The Da Vinci Code	Dan Brown									
BK	90444	CH5330	2011-04-03	2012-12-08	2012-12-08	My dateless diary										
BK	89033	CH52767	2011-04-03	2012-12-08	2012-12-08	Shantaram										
BK	91918	CH53553	2011-04-03	2012-12-08	2012-12-08	The Things about thugs	Tabish Khair									
BK	88332	CH42564	2011-04-03	2012-12-10	2012-12-10	Once Upon a time in the Doon : writing from the green Valley	edited by Ruskin Bond									
BK	88355	CH23448	2011-04-03	2012-12-10	2012-12-10	Tess of the D'urbervilles										
BK	91778	CH51227	2011-04-03	2012-12-10	2012-12-10	A Warrior's Life: A Biography of Paulo Coelho	Fernando Morais									
BK	80644	CH35609	2011-04-03	2012-12-11	2012-12-11	How to get things done	Ann Jackman									
BK	83569	CH45635	2011-04-03	2012-12-12	2012-12-12	Fantasy Art Now!: The Very Best in Contemporary Fantasy Art and Illustration	Martin McKenna	 Boris Vallejo								
BK	81254	CH50449	2011-04-03	2012-12-15	2012-12-15	Endless Universe: Beyond the Big Bang	Paul J. Steinhardt	 Neil G. Turok								
BK	81046	CH49367	2011-04-03	2012-12-19	2012-12-19	Succeed for Yourself: Unlock Your Potential for Success and Happiness	Denny	 Richard								
BK	83620	CH29395	2011-04-03	2012-12-21	2012-12-21	The Oxford Illustrated History of Britain										
BK	83659	CH35948	2011-04-03	2012-12-24	2012-12-24	Microeconomics:Principles and analysis	Frank A Cowell									
BK	86305	CH10723	2011-04-03	2012-12-29	2012-12-29	India Unbound	Gurcharan Das									
BK	89880	CH53757	2011-04-03	2013-01-03	2013-01-03	Harry Potter and the Philosopher's Stone	J K Rowling									
BK	79853	CH14519	2011-04-03	2013-01-03	2013-01-03	Advance geography concepts and cases	Paul Guinness	 Garrett Nagle								
BK	90379	CH360	2011-04-03	2013-01-10	2013-01-10	Golf handbook	Vivien Saunders									
BK	85801	CH38885	2011-04-03	2013-01-11	2013-01-11	Developing Creativity in Higher Education:An Imaginative Curriculum	NormanJackson									
BK	89453	CH50619	2011-04-03	2013-01-12	2013-01-12	The Dead Hour	Denise Mina									
BK	81136	CH32237	2011-04-03	2013-01-14	2013-01-14	The Revenge of the Baby-Sat	Bill Watterson									
BK	83276	CH22510	2011-04-03	2013-01-18	2013-01-18	Advanced Engineering Mathematics	Erwin Kreyszig									
BK	88322	CH44451	2011-04-03	2013-01-18	2013-01-18	The Return of Sherlock Holmes	Doyle	 Sir Arthur Conan								
BK	88747	CH51678	2011-04-03	2013-01-19	2013-01-19	First Among Equals	Jeffrey Archer									
BK	88309	CH43056	2011-04-03	2013-01-19	2013-01-19	Faith	Lesley Pearse									
BK	90850	CH40018	2011-04-03	2013-01-19	2013-01-19	The night watch	Sarah Waters									
BK	80809	CH45364	2011-04-03	2013-01-25	2013-01-25	The Right Way to Read Music	Baxter	 Harry								
BK	88751	CH51672	2011-04-03	2013-01-25	2013-01-25	A Prison diary Volume 2: Purgatory	Jeffrey Archer									
BK	88754	CH51668	2011-04-03	2013-01-25	2013-01-25	A Prison diary Volume 3: Heaven	Jeffrey Archer									
BK	88317	CH52032	2011-04-03	2013-01-25	2013-01-25	Teach Your Child How To Think	Edward De Bono									
BK	86324	CH38896	2011-04-03	2013-01-28	2013-01-28	Shadow of the Silk Road	Colin Thubron									
BK	90388	CH43503	2011-04-03	2013-02-02	2013-02-02	Communicating with More Confidence: How to Improve Communication Skills	 Enhance Relationships and Gain the Co-operation of Others	Rowson	 Pauline							
BK	79830	CH27308	2011-04-03	2013-02-02	2013-02-02	The new revelations : A conversation with God										
BK	83254	CH43530	2011-04-03	2013-02-02	2013-02-02	Emotion : The Essence of Life	Kuldip Kumar Dhiman									
BK	80711	CH46556	2011-04-03	2013-02-02	2013-02-02	Flat Earth News: An Award-winning Reporter Exposes Falsehood	 Distortion and Propaganda in the Global Media	Davies	 Nick							
BK	90898	CH52879	2011-04-03	2013-02-05	2013-02-05	Out of the Box: 101 ideas for thinking creatively	Rob Eastaway									
BK	88057	CH52820	2011-04-03	2013-02-05	2013-02-05	How to win Friends and Influence People	Dale Carnegie									
BK	88276	CH17219	2011-04-03	2013-02-06	2013-02-06	The adventures of Sherlock Holmes	Arthur Conan Doyle									
BK	81741	CH20445	2011-04-03	2013-02-06	2013-02-06	Genius A Mosaic of one hundred Exemplary Creative Minds	Harold Bloom									
BK	82008	CH49512	2011-04-03	2013-02-12	2013-02-12	The Mammoth Book of The Beatles	Sean Egan									
BK	88660	CH52075	2011-04-03	2013-02-12	2013-02-12	Brilliant Verbal Reasoning Tests: Everything you need to know to pass verbal reasoning tests	Rob Williams									
BK	82901	CH30680	2011-04-03	2013-02-18	2013-02-18	Khuswant Singh's :Joke book 1	Khuswant	 Singh								
BK	91620	CH49578	2011-04-03	2013-02-20	2013-02-20	Stress Free Living										
BK	80454	CH38551	2011-04-03	2013-02-20	2013-02-20	You Can Win at Life	Steve Redgrave									
BK	90965	CH46892	2011-04-03	2013-02-21	2013-02-21	WHY IS GOD LAUGHING										
BK	84980	CH39742	2011-04-03	2013-02-21	2013-02-21	Cosmic Ordering: How to Make Your Dreams Come True	Jonathan Cainer									
BK	82580	CH7947	2011-04-03	2013-02-26	2013-02-26	Economics : Making Sense Of The Modern Economy	The Economist									
BK	90551	CH51848	2011-04-03	2013-03-02	2013-03-02	Your Pregnancy Week by Week: What to expect from conception to birth	Lesley Regan									
BK	89693	CH53546	2011-04-03	2013-03-04	2013-03-04	Tata: The Evolution of a Corporate Brand	Morgen Witzel									
BK	81054	CH27414	2011-04-03	2013-03-09	2013-03-09	Messages from the masters : Tapping into the power of love	Brian Weiss									
BK	80143	CH49619	2011-04-03	2013-03-12	2013-03-12	Guitar All-in-One For Dummies (Include CD 2267)	Consumer Dummies									
BK	88439	CH53707	2011-04-03	2013-03-19	2013-03-19	Storytelling with children	Andrew Wright									
BK	92033	CH53569	2011-04-03	2013-03-19	2013-03-19	500 Activities for The Primary Classroom										
BK	88432	CH53704	2011-04-03	2013-03-19	2013-03-19	Projects with young learners	Diane Phillips and Sarah Burwood and Helen Dunford									
BK	84468	CH32755	2011-04-03	2013-03-19	2013-03-19	English for primary teachers:A handbook of activities and classroom language ( Includes IE 88 )	Mary Slattery & Jane Wills									
BK	84400	CH34409	2011-04-03	2013-03-19	2013-03-19	Get Set -Go!:Pupil's Book Level 2 (Includes AC 407)	Cathy Lawdy									
BK	84402	CH34410	2011-04-03	2013-03-19	2013-03-19	Get Set-Go!:Teacher's Book Level 2 (Includes AC 407)	Cathyn Lawday									
BK	84399	CH34408	2011-04-03	2013-03-19	2013-03-19	Get Set-Go!:Workbook Level1 (Includes AC 405)	Cathy Lawday									
BK	84397	CH34422	2011-04-03	2013-03-19	2013-03-19	Get Set -Go!:Pupil's Book Level 1 (Includes AC 405)	Cathy Lawday									
BK	84700	CH15940	2011-04-03	2013-03-20	2013-03-20	Living with honour : What 's easy to see is easy to miss	Shiv Khera									
BK	91579	CH51358	2011-04-03	2013-03-20	2013-03-20	What Is	 Is!: The Power of Positive Acceptance	Graham W. Price								
BK	91991	CH51983	2011-04-03	2013-03-20	2013-03-20	The Communication Toolkit	Stuart Emmett									
BK	86942	CH13798	2011-04-03	2013-03-23	2013-03-23	A book on writing	Sam McCarter									
BK	90852	CH39933	2011-04-03	2013-03-23	2013-03-23	The Girls	Lansens	Lori								
BK	88773	CH51667	2011-04-03	2013-03-28	2013-03-28	Paths Of Glory	Jefferey Archer									
BK	89186	CH50837	2011-04-03	2013-03-28	2013-03-28	Master Dentistry: volume. 2: Restorative Dentistry	 Paediatric Dentistry and Orthodontics	Peter Heasman								
BK	85142	CH36811	2011-04-03	2013-03-30	2013-03-30	Just One More Day	Susan Lewis									
BK	82820	CH49525	2011-04-03	2013-04-01	2013-04-01	Be the Woman You Want to be: 150 Secrets for Becoming Happier	 Sexier	 Smarter	 Healthier and Wealthier	Wilson	 Elisabeth					
